Sutra krama सू. क्र. सं	Akaaraadi krama अकारादि क्र. सं	Kaumudi krama कौमुदी क्र. सं	Sutra type सूत्रलक्षणम्‌	Term संज्ञा	Special case अतिदेशः	Influence अधिकारः	Commentary व्याख्यानम्‌	Sutra text सूत्रम्‌	PadacCheda पद्च्छेदः
73073	3005	2365					Sktdocs-7.3.73; AVG-7.3.73	लुग्वा दुहदिहलिहगुहामात्मनेपदे दन्त्ये ।	लुक् १/१ वा ०/० दुहदिहलिहगुहाम् ६/३ आत्मनेपदे ७/१ दन्त्ये ७/१
73074	3361	2519					Sktdocs-7.3.74; AVG-7.3.74	शमामष्टानां दीर्घः श्यनि ।	शमाम् ६/३ अष्टानाम् ६/३ दीर्घः १/१ श्यनि ७/१
73075	3499	2320					Sktdocs-7.3.75; AVG-7.3.75	ष्ठिवुक्लम्याचमां शिति ।	ष्ठिवुक्लमुचमाम् ६/३ शिति ७/१
73076	1202	2322					Sktdocs-7.3.76; AVG-7.3.76	क्रमः परस्मैपदेषु ।	क्रमः ६/१ परस्मैपदेषु ७/३
73077	664	2400					Sktdocs-7.3.77; AVG-7.3.77	इषुगमियमां छः ।	इषुगमियमाम् ६/३ छः १/१
73078	2347	2360					Sktdocs-7.3.78; AVG-7.3.78	पाघ्राध्मास्थाम्नादाण्दृश्यर्त्तिसर्त्तिशदसदां पिबजिघ्रधमतिष्ठमनयच्छपश्यर्च्छधौशीयसीदाः ।	पाघ्राध्मास्थाम्नादाण्दृश्यर्त्तिसर्त्तिशदसदाम् ६/३ पिबजिघ्रधमतिष्ठमनयच्छपश्यर्च्छधौशीयसीदाः १/३
73079	1529	2511					Sktdocs-7.3.79; AVG-7.3.79	ज्ञाजनोर्जा ।	ज्ञाजनोः ६/२ जा (लुप्तप्रथमान्तनिर्देशः)
73080	2568	2558					Sktdocs-7.3.80; AVG-7.3.80	प्वादीनां ह्रस्वः ।	प्वादीनाम् ६/३ ह्रस्वः १/१
73081	2785	3585					Sktdocs-7.3.81; AVG-7.3.81	मीनातेर्निगमे ।	मीनातेः ६/१ निगमे ७/१
73082	2782	2343					Sktdocs-7.3.82; AVG-7.3.82	मिदेर्गुणः ।	मिदेः ६/१ गुणः १/१
73083	1524	2481					Sktdocs-7.3.83; AVG-7.3.83	जुसि च ।	जुसि ७/१ च ०/०
73084	3723	2168					Sktdocs-7.3.84; AVG-7.3.84	सार्वधातुकार्धधातुकयोः ।	सार्वधातुकार्धधातुकयोः ७/२
73085	1499	2480					Sktdocs-7.3.85; AVG-7.3.85	जाग्रोऽविचिण्णल्ङित्सु ।	जाग्रः ६/१ अविचिण्णल्ङित्सु ७/३
73086	2382	2181					Sktdocs-7.3.86; AVG-7.3.86	पुगन्तलघूपधस्य च ।	पुगन्तलघूपधस्य ६/१ च ०/०
73087	2153	2503					Sktdocs-7.3.87; AVG-7.3.87	नाभ्यस्तस्याचि पिति सार्वधातुके ।	न ०/० अभ्यस्तस्य ६/१ अचि ७/१ पिति ७/१ सार्वधातुके ७/१
73088	2696	2224					Sktdocs-7.3.88; AVG-7.3.88	भूसुवोस्तिङि ।	भूसुवोः ६/२ तिङि ७/१
73089	709	2443					Sktdocs-7.3.89; AVG-7.3.89	उतो वृद्धिर्लुकि हलि ।	उतः ६/१ वृद्धिः १/१ लुकि ७/१ हलि ७/१
73090	841	2445					Sktdocs-7.3.90; AVG-7.3.90	ऊर्णोतेर्विभाषा ।	ऊर्णोतेः ६/१ विभाषा १/१
73091	1296	2448					Sktdocs-7.3.91; AVG-7.3.91	गुणोऽपृक्ते ।	गुणः १/१ अपृक्ते ७/१
73092	1766	2545					Sktdocs-7.3.92; AVG-7.3.92	तृणह इम् ।	तृणहः ६/१ इम् १/१
73093	2635	2452					Sktdocs-7.3.93; AVG-7.3.93	ब्रुव ईट् ।	ब्रुवः ५/१ ईट् १/१
73094	2808	2651					Sktdocs-7.3.94; AVG-7.3.94	यङो वा ।	यङः ५/१ वा ०/०
73095	1757	2444					Sktdocs-7.3.95; AVG-7.3.95	तुरुस्तुशम्यमः सार्वधातुके ।	तुरुस्तुशम्यमः ५/१ सार्वधातुके ७/१
73096	437	2225					Sktdocs-7.3.96; AVG-7.3.96	अस्तिसिचोऽपृक्ते ।	अस्तिसिचः ५/१ अपृक्ते ७/१
73097	2595	3586					Sktdocs-7.3.97; AVG-7.3.97	बहुलं छन्दसि ।	बहुलम् १/१ छन्दसि ७/१
73098	2945	2475					Sktdocs-7.3.98; AVG-7.3.98	रुदश्च पञ्चभ्यः ।	रुदः ५/१ (व्यत्येन् बहुवचनस्यैकत्वम्) च ०/० पञ्चभ्यः ५/३
73099	81	2476					Sktdocs-7.3.99; AVG-7.3.99	अड्गार्ग्यगालवयोः ।	अट् १/१ गार्ग्यगालवयोः ६/२
73100	125	2426					Sktdocs-7.3.100; AVG-7.3.100	अदः सर्वेषाम् ।	अदः ५/१ सर्वेषाम् ६/३
73101	110	2170					Sktdocs-7.3.101; AVG-7.3.101	अतो दीर्घो यञि ।	अतः ६/१ दीर्घः १/१ यञि ७/१
73102	3760	202					Sktdocs-7.3.102; AVG-7.3.102	सुपि च ।	सुपि ७/१ च ०/०
73103	2599	205					Sktdocs-7.3.103; AVG-7.3.103	बहुवचने झल्येत्‌ ।	बहुवचने ७/१ झलि ७/१ एत् १/१
73104	947	207					Sktdocs-7.3.104; AVG-7.3.104	ओसि च ।	ओसि ७/१ च ०/०
73105	474	289					Sktdocs-7.3.105; AVG-7.3.105	आङि चापः ।	आङि ७/१ च ०/० आपः ६/१
73106	3664	288					Sktdocs-7.3.106; AVG-7.3.106	सम्बुद्धौ च ।	सम्बुद्धौ ७/१ च ०/०
73107	336	267					Sktdocs-7.3.107; AVG-7.3.107	अम्बाऽर्थनद्योर्ह्रस्वः ।	अम्बाऽर्थनद्योः ६/२ ह्रस्वः १/१
73108	3971	242					Sktdocs-7.3.108; AVG-7.3.108	ह्रस्वस्य गुणः ।	ह्रस्वस्य ६/१ गुणः १/१
73109	1495	241					Sktdocs-7.3.109; AVG-7.3.109	जसि च ।	जसि ७/१ च ०/०
73110	858	275					Sktdocs-7.3.110; AVG-7.3.110	ऋतो ङिसर्वनामस्थानयोः ।	ऋतः ६/१ ङिसर्वनामस्थानयोः ७/२
73111	1364	245					Sktdocs-7.3.111; AVG-7.3.111	घेर्ङिति ।	घेः ६/१ ङिति ७/१
73112	495	268					Sktdocs-7.3.112; AVG-7.3.112	आण्नद्याः ।	आट् १/१ नद्याः ५/१
73113	2855	290					Sktdocs-7.3.113; AVG-7.3.113	याडापः ।	याट् १/१ आपः ५/१
73114	3683	291					Sktdocs-7.3.114; AVG-7.3.114	सर्वनाम्नः स्याड्ढ्रस्वश्च ।	सर्वनाम्नः ५/१ स्याट् १/१ ह्रस्वः १/१ च ०/०
73115	3207	293					Sktdocs-7.3.115; AVG-7.3.115	विभाषा द्वितीयातृतीयाभ्याम् ।	विभाषा १/१ द्वितीयातृतीयाभ्याम् ५/२
73116	1375	270					Sktdocs-7.3.116; AVG-7.3.116	ङेराम्नद्याम्नीभ्यः ।	ङेः ६/१ आम् १/१ नद्याम्नीभ्यः ५/३
73117	648	297					Sktdocs-7.3.117; AVG-7.3.117	इदुद्भ्याम् ।	इदुद्‍भ्याम् ५/२
73118	951	256					Sktdocs-7.3.118; AVG-7.3.118	औत्‌ ।	औत् १/१
73119	60	247					Sktdocs-7.3.119; AVG-7.3.119	अच्च घेः ।	अत् १/१ च ०/० घेः ६/१
73120	478	244					Sktdocs-7.3.120; AVG-7.3.120	आङो नाऽस्त्रियाम् ।	आङः ६/१ ना १/१ अस्त्रियाम् ७/१
74001	1592	2314					Sktdocs-7.4.1; AVG-7.4.1	णौ चङ्युपधाया ह्रस्वः ।	णौ ७/१ चङि ७/१ उपधायाः ६/१ ह्रस्वः १/१
74002	2139	2572					Sktdocs-7.4.2; AVG-7.4.2	नाग्लोपिशास्वृदिताम् ।	न ०/० अग्लोपिशास्वृदिताम् ६/३
74003	2706	2565					Sktdocs-7.4.3; AVG-7.4.3	भ्राजभासभाषदीपजीवमीलपीडामन्यतरस्याम्‌ ।	भ्राजभासभाषदीपजीवमीलपीडाम् ६/३ अन्यतरस्याम् ७/१
74004	3027	2587					Sktdocs-7.4.4; AVG-7.4.4	लोपः पिबतेरीच्चाभ्यासस्य ।	लोपः १/१ पिबतेः ६/१ ईत् १/१ च ०/० अभ्यासस्य ६/१
74005	1738	2588					Sktdocs-7.4.5; AVG-7.4.5	तिष्ठतेरित्‌ ।	तिष्ठतेः ६/१ इत् १/१
74006	1515	2589					Sktdocs-7.4.6; AVG-7.4.6	जिघ्रतेर्वा ।	जिघ्रतेः ६/१ वा ०/०
74007	822	2567					Sktdocs-7.4.7; AVG-7.4.7	उर्ऋत्‌ ।	उः ६/१ ऋत् १/१
74008	2175	3587					Sktdocs-7.4.8; AVG-7.4.8	नित्यं छन्दसि ।	नित्यम् १/१ छन्दसि ७/१
74009	1836	2388					Sktdocs-7.4.9; AVG-7.4.9	दयतेर्दिगि लिटि ।	दयतेः ६/१ दिगि (लुप्तप्रथमान्तनिर्देशः) लिटि ७/१
74010	854	2389					Sktdocs-7.4.10; AVG-7.4.10	ऋतश्च संयोगादेर्गुणः ।	ऋतः ६/१ च ०/० संयोगादेः ६/१ गुणः १/१
74011	849	2383					Sktdocs-7.4.11; AVG-7.4.11	ऋच्छत्यॄताम् ।	ऋच्छत्यॄताम् ६/३
74012	3422	2495					Sktdocs-7.4.12; AVG-7.4.12	शृदॄप्रां ह्रस्वो वा ।	शॄदॄप्राम् ६/३ ह्रस्वः १/१ वा ०/०
74013	1161	834					Sktdocs-7.4.13; AVG-7.4.13	केऽणः ।	के ७/१ अणः ६/१
74014	2012	835					Sktdocs-7.4.14; AVG-7.4.14	न कपि ।	न ०/० कपि ७/१
74015	543	892					Sktdocs-7.4.15; AVG-7.4.15	आपोऽन्यतरस्याम् ।	आपः ६/१ अन्यतरस्याम् ७/१
74016	868	2406					Sktdocs-7.4.16; AVG-7.4.16	ऋदृशोऽङि गुणः ।	ऋदृशः ६/१ अङि ७/१ गुणः १/१
74017	446	2520					Sktdocs-7.4.17; AVG-7.4.17	अस्यतेस्थुक् ।	अस्यतेः ६/१ थुक् १/१
74018	3463	2421					Sktdocs-7.4.18; AVG-7.4.18	श्वयतेरः ।	श्वयतेः ६/१ अः १/१
74019	2268	2355					Sktdocs-7.4.19; AVG-7.4.19	पतः पुम् ।	पतः ६/१ पुम् १/१
74020	3041	2454					Sktdocs-7.4.20; AVG-7.4.20	वच उम् ।	वचः ६/१ उम् १/१
74021	3403	2441					Sktdocs-7.4.21; AVG-7.4.21	शीङः सार्वधातुके गुणः ।	शीङः ६/१ सार्वधातुके ७/१ गुणः १/१
74022	339	2649					Sktdocs-7.4.22; AVG-7.4.22	अयङ् यि क्ङिति ।	अयङ् १/१ यि ७/१ क्ङिति ७/१
74023	790	2702					Sktdocs-7.4.23; AVG-7.4.23	उपसर्गाद्ध्रस्व ऊहतेः ।	उपसर्गात् ५/१ ह्रस्वः १/१ ऊहतेः ६/१
74024	915	2457					Sktdocs-7.4.24; AVG-7.4.24	एतेर्लिङि ।	एतेः ६/१ लिङि ७/१
74025	15	2298					Sktdocs-7.4.25; AVG-7.4.25	अकृत्सार्वधातुकयोर्दीर्घः ।	अकृत्सार्वधातुकयोः ७/२ दीर्घः १/१
74026	1436	2120					Sktdocs-7.4.26; AVG-7.4.26	च्वौ च ।	च्वौ ७/१ च ०/०
74027	2940	1234					Sktdocs-7.4.27; AVG-7.4.27	रीङ् ऋतः ।	रीङ् १/१ ऋतः ६/१
74028	2938	2367					Sktdocs-7.4.28; AVG-7.4.28	रिङ् शयग्लिङ्क्षु ।	रिङ् १/१ शयग्लिङ्‍क्षु ७/३
74029	1297	2380					Sktdocs-7.4.29; AVG-7.4.29	गुणोऽर्तिसंयोगाद्योः ।	गुणः १/१ अर्तिसंयोगाद्योः ६/२
74030	2807	2633					Sktdocs-7.4.30; AVG-7.4.30	यङि च ।	यङि ७/१ च ०/०
74031	672	2648					Sktdocs-7.4.31; AVG-7.4.31	ई घ्राध्मोः ।	ई (लुप्तप्रथमान्तनिर्देशः) घ्राध्मोः ६/२
74032	443	2118					Sktdocs-7.4.32; AVG-7.4.32	अस्य च्वौ ।	अस्य ६/१ च्वौ ७/१
74033	1194	2658					Sktdocs-7.4.33; AVG-7.4.33	क्यचि च ।	क्यचि ७/१ च ०/०
74034	412	2661					Sktdocs-7.4.34; AVG-7.4.34	अशनायोदन्यधनाया बुभुक्षापिपासागर्द्धेषु ।	अशनायोदन्यधनाया १/३ बुभुक्षापिपासागर्द्धेषु ७/३
