Sutra krama:Akaaraadi krama:Kaumudi krama,Sutra,PadacCheda,Sutra krama
34010:2498:3437,प्रयै रोहिष्यै अव्यथिष्यै,प्रयै+रोहिष्यै+अव्यथिष्यै,34010
34011:1903:3438,दृशे विख्ये च,दृशे+विख्ये+च,34011
34012:3345:3439,शकि णमुल्कमुलौ,शकि+णमुल्कमुलौ,34012
34013:689:3440,ईश्वरे तोसुन्कसुनौ,ईश्वरे+तोसुन्कसुनौ,34013
34014:1148:3441,कृत्यार्थे तवैकेन्केन्यत्वनः,कृत्यार्थे+तवैकेन्केन्यत्वनः,34014
34015:378:3442,अवचक्षे च,अवचक्षे+च,34015
34016:2661:3443,भावलक्षणे स्थेण्कृञ्वदिचरिहुतमिजनिभ्यस्तोसुन्,भावलक्षणे+स्थेण्कृञ्वदिचरिहुतमिजनिभ्यः+तोसुन्,34016
34017:3782:3444,सृपितृदोः कसुन्,सृपितृदोः+कसुन्,34017
34018:367:3316,अलङ्खल्वोः प्रतिषेधयोः प्राचां क्त्वा,अलङ्खल्वोः+प्रतिषेधयोः+प्राचाम्+क्त्वा,34018
34019:741:3317,उदीचां माङो व्यतीहारे,उदीचाम्+माङः+व्यतीहारे,34019
34020:2306:3319,परावरयोगे च,परावरयोगे+च,34020
34021:3632:3320,समानकर्तृकयोः पूर्वकाले,समानकर्त्तृकयोः+पूर्वकाले,34021
34022:548:3343,आभीक्ष्ण्ये णमुल् च,आभीक्ष्ण्ये+णमुल्+च,34022
34023:2056:3344,न यद्यनाकाङ्क्षे,न+यदि+अनाकाङ्क्षे,34023
34024:3243:3345,विभाषाऽग्रेप्रथमपूर्वेषु,विभाषा+अग्रेप्रथमपूर्वेषु,34024
34025:1020:3346,कर्मण्याक्रोशे कृञः खमुञ्,कर्मणि+आक्रोशे+कृञः+खमुञ्,34025
34026:3890:3347,स्वादुमि णमुल्,स्वादुमि+णमुल्,34026
34027:259:3348,अन्यथैवंकथमित्थंसु सिद्धाप्रयोगश्चेत्‌,अन्यथैवंकथमित्थंसु+सिद्धाप्रयोगः+चेत्,34027
34028:2829:3349,यथातथयोरसूयाप्रतिवचने,यथातथयोः+असूयाप्रतिवचने,34028
34029:1012:3350,कर्मणि दृशिविदोः साकल्ये,कर्मणि+दृशिविदोः+साकल्ये,34029
34030:2857:3351,यावति विन्दजीवोः,यावति+विन्दजीवोः,34030
34031:1401:3352,चर्मोदरयोः पूरेः,चर्मोदरयोः+पूरेः,34031
34032:3079:3353,वर्षप्रमाण ऊलोपश्चास्यान्यतरस्याम्,वर्षप्रमाणे+ऊलोपः+च+अस्य+अन्यतरास्यम्,34032
34033:1429:3354,चेले क्नोपेः,चेले+क्नोपेः,34033
34034:2194:3355,निमूलसमूलयोः कषः,निमूलसमूलयोः+कषः,34034
34035:3413:3356,शुष्कचूर्णरूक्षेषु पिषः,शुष्कचूर्णरूक्षेषु+पिषः,34035
34036:3654:3357,समूलाकृतजीवेषु हन्कृञ्ग्रहः,समूलाकृतजीवेषु+हन्कृञ्ग्रहः,34036
34037:986:3358,करणे हनः,करणे+हनः,34037
34038:3843:3359,स्नेहने पिषः,स्नेहने+पिषः,34038
34039:3934:3360,हस्ते वर्त्तिग्रहोः,हस्ते+वर्त्तिग्रहोः,34039
34040:3894:3361,स्वे पुषः,स्वे+पुषः,34040
34041:146:3362,अधिकरणे बन्धः,अधिकरणे+बन्धः,34041
34042:3548:3363,संज्ञायाम्,संज्ञायाम्,34042
34043:1006:3364,कर्त्रोर्जीवपुरुषयोर्नशिवहोः,कर्त्रोः+जीवपुरुषयोः+नशिवहोः,34043
34044:843:3365,ऊर्ध्वे शुषिपूरोः,ऊर्ध्वे+शुषिपूरोः,34044
34045:770:3366,उपमाने कर्मणि च,उपमाने+कर्मणि+च,34045
34046:1040:3367,कषादिषु यथाविध्यनुप्रयोगः,कषादिषु+यथाविधि+अनुप्रयोगः,34046
34047:758:3368,उपदंशस्तृतीयायाम्,उपदंशः+तृतीयायाम्,34047
34048:3938:3369,हिंसार्थानां च समानकर्मकाणाम्,हिंसार्थानाम्+च+समानकर्मकाणाम्,34048
34049:3612:3370,सप्तम्यां चोपपीडरुधकर्षः,सप्तम्याम्+च+उपपीडरुधकर्षः,34049
34050:3639:3371,समासत्तौ,समासत्तौ,34050
34051:2494:3372,प्रमाणे च,प्रमाणे+च,34051
34052:291:3373,अपादाने परीप्सायाम्,अपादाने+परीप्सायाम्,34052
34053:1956:3374,द्वितीयायां च,द्वितीयायाम्+च,34053
34055:2309:3377,परिक्लिश्यमाने च,परिक्लिश्यमाने+च,34055
34056:3263:3378,विशिपतिपदिस्कन्दां व्याप्यमानासेव्यमानयोः,विशिपतिपदिस्कन्दाम्+व्याप्यमानासेव्यमानयोः,34056
34057:444:3379,अस्यतितृषोः क्रियाऽन्तरे कालेषु,अस्यतितृषोः+क्रियाऽन्तरे+कालेषु,34057
34058:2158:3380,नाम्न्यादिशिग्रहोः,नाम्नि+आदिशिग्रहोः,34058
34059:410:3381,अव्ययेऽयथाभिप्रेताख्याने कृञः क्त्वाणमुलौ,अव्यये+अयथाभिप्रेताख्याने+कृञः+क्त्वाणमुलौ,34059
34061:3885:3383,स्वाङ्गे तस्प्रत्यये कृभ्वोः,स्वाङ्गे+तस्प्रत्यये+कृभ्वोः,34061
34062:2149:3384,नाधाऽर्थप्रत्यये च्व्यर्थे,नाधाऽर्थप्रत्यये+च्व्यर्थे,34062
34063:1763:3385,तूष्णीमि भुवः,तूष्णीमि+भुवः,34063
34064:267:3386,अन्वच्यानुलोम्ये,अन्वचि+आनुलोम्ये,34064
34065:3344:3177,'शकधृषज्ञाग्लाघटरभलभक्रमसहार्हास्त्यर्थेषु तुमुन्,शकधृषज्ञाग्लाघटरभलभक्रमसहार्हास्त्यर्थेषु+तुमुन्,34065
